标识,app名,日期,活跃数,活跃度,行业活跃度基准值,行业活跃度均值
100470,坦克1990,2017-07-01,65928,4.8e-05,0.0567826,0.0003679
100470,坦克1990,2017-08-01,65506,4.74e-05,0.0560412,0.0003815
100470,坦克1990,2017-09-01,52728,3.78e-05,0.0555045,0.0005414
100470,坦克1990,2017-10-01,49110,3.49e-05,0.0545944,0.0006384
100470,坦克1990,2017-11-01,46668,3.31e-05,0.0532576,0.0006536
100470,坦克1990,2017-12-01,44036,3.1e-05,0.0521189,0.0006255
100470,坦克1990,2018-02-01,38884,2.71e-05,0.0496045,0.0007026
100470,坦克1990,2018-01-01,41677,2.93e-05,0.0506156,0.0007171
100470,坦克1990,2018-03-01,49127,3.4e-05,0.0584801,0.0007603
100470,坦克1990,2018-04-01,44310,2.98e-05,0.0594539,0.0007603
100470,坦克1990,2018-06-01,36112,2.4e-05,0.0598758,0.0007603
100470,坦克1990,2018-05-01,37425,2.5e-05,0.0609023,0.0007603
100470,坦克1990,2018-07-01,35358,2.32e-05,0.056651,0.0007458
100470,坦克1990,2018-09-01,31593,2.03e-05,0.0528564,0.000751
100470,坦克1990,2018-08-01,33433,2.17e-05,0.0480045,0.0007472
100470,坦克1990,2018-10-01,23156,1.47e-05,0.0433702,0.000751
100470,坦克1990,2018-11-01,20553,1.29e-05,0.0376278,0.0007509
100470,坦克1990,2018-12-01,18770,1.19e-05,0.0380731,0.0007499
100470,坦克1990,2019-01-01,24571,1.56e-05,0.0388563,0.0007499
100470,坦克1990,2019-03-01,32195,2.03e-05,0.0401574,0.0007499
100470,坦克1990,2019-02-01,20209,1.27e-05,0.0388882,0.0007499
100470,坦克1990,2019-04-01,17925,1.12e-05,0.0307689,0.0007499
100470,坦克1990,2019-05-01,19838,1.24e-05,0.0305263,0.0007499
100478,火线指令- 诺曼底,2017-01-01,512208,0.0003852,0.056556,0.0004852
100470,坦克1990,2019-06-01,19985,1.25e-05,0.0305263,0.0007499
100478,火线指令- 诺曼底,2017-02-01,512968,0.0003835,0.05639,0.0005118
100478,火线指令- 诺曼底,2017-04-01,336213,0.0002492,0.0565626,0.0004095
100478,火线指令- 诺曼底,2017-03-01,415106,0.0003085,0.0571021,0.00041
100478,火线指令- 诺曼底,2017-05-01,294489,0.000217,0.0573222,0.0005277
100478,火线指令- 诺曼底,2017-06-01,268462,0.0001967,0.0579732,0.0004622
100478,火线指令- 诺曼底,2017-08-01,276133,0.0001998,0.0560412,0.0003815
100478,火线指令- 诺曼底,2017-07-01,276175,0.0002012,0.0567826,0.0003679
100478,火线指令- 诺曼底,2017-09-01,208892,0.0001498,0.0555045,0.0005414
100478,火线指令- 诺曼底,2017-10-01,200802,0.0001427,0.0545944,0.0006384
100478,火线指令- 诺曼底,2017-11-01,178937,0.0001269,0.0532576,0.0006536
100478,火线指令- 诺曼底,2017-12-01,175223,0.0001235,0.0521189,0.0006255
100478,火线指令- 诺曼底,2018-01-01,204314,0.0001434,0.0506156,0.0007171
100478,火线指令- 诺曼底,2018-02-01,216146,0.0001506,0.0496045,0.0007026
100478,火线指令- 诺曼底,2018-03-01,145795,0.0001009,0.0584801,0.0007603
100478,火线指令- 诺曼底,2018-04-01,143904,9.68e-05,0.0594539,0.0007603
100478,火线指令- 诺曼底,2018-06-01,116725,7.75e-05,0.0598758,0.0007603
100478,火线指令- 诺曼底,2018-05-01,123085,8.23e-05,0.0609023,0.0007603
100478,火线指令- 诺曼底,2018-07-01,121790,8e-05,0.056651,0.0007458
100478,火线指令- 诺曼底,2018-08-01,120041,7.8e-05,0.0480045,0.0007472
100478,火线指令- 诺曼底,2018-09-01,115247,7.42e-05,0.0528564,0.000751
100478,火线指令- 诺曼底,2018-11-01,119002,7.5e-05,0.0376278,0.0007509
100478,火线指令- 诺曼底,2018-10-01,126050,8.03e-05,0.0433702,0.000751
100478,火线指令- 诺曼底,2018-12-01,93733,5.94e-05,0.0380731,0.0007499
100478,火线指令- 诺曼底,2019-01-01,98843,6.26e-05,0.0388563,0.0007499
100478,火线指令- 诺曼底,2019-02-01,122286,7.7e-05,0.0388882,0.0007499
100478,火线指令- 诺曼底,2019-04-01,266849,0.0001671,0.0307689,0.0007499
100478,火线指令- 诺曼底,2019-03-01,125777,7.92e-05,0.0401574,0.0007499
100478,火线指令- 诺曼底,2019-05-01,283560,0.0001776,0.0305263,0.0007499
100478,火线指令- 诺曼底,2019-06-01,293232,0.0001837,0.0305263,0.0007499
100486,JJ麻将,2017-01-01,716711,0.000539,0.056556,0.0004852
100486,JJ麻将,2017-03-01,878472,0.0006529,0.0571021,0.00041
100486,JJ麻将,2017-02-01,808489,0.0006044,0.05639,0.0005118
100486,JJ麻将,2017-04-01,821711,0.0006089,0.0565626,0.0004095
100486,JJ麻将,2017-05-01,786646,0.0005797,0.0573222,0.0005277
100486,JJ麻将,2017-07-01,643988,0.0004691,0.0567826,0.0003679
100486,JJ麻将,2017-06-01,711077,0.0005211,0.0579732,0.0004622
100486,JJ麻将,2017-08-01,563511,0.0004077,0.0560412,0.0003815
100486,JJ麻将,2017-09-01,539852,0.0003871,0.0555045,0.0005414
100486,JJ麻将,2017-10-01,597157,0.0004244,0.0545944,0.0006384
100486,JJ麻将,2017-11-01,582648,0.0004132,0.0532576,0.0006536
100486,JJ麻将,2017-12-01,573942,0.0004047,0.0521189,0.0006255
100486,JJ麻将,2018-01-01,587540,0.0004125,0.0506156,0.0007171
100486,JJ麻将,2018-02-01,597590,0.0004163,0.0496045,0.0007026
100486,JJ麻将,2018-03-01,712356,0.0004928,0.0584801,0.0007603
100486,JJ麻将,2018-05-01,577091,0.0003858,0.0609023,0.0007603
100486,JJ麻将,2018-04-01,662599,0.0004456,0.0594539,0.0007603
100486,JJ麻将,2018-06-01,479641,0.0003184,0.0598758,0.0007603
100486,JJ麻将,2018-07-01,414047,0.000272,0.056651,0.0007458
100486,JJ麻将,2018-08-01,374634,0.0002436,0.0480045,0.0007472
100486,JJ麻将,2018-09-01,381919,0.0002458,0.0528564,0.000751
100486,JJ麻将,2018-10-01,362232,0.0002307,0.0433702,0.000751
100486,JJ麻将,2018-11-01,340217,0.0002144,0.0376278,0.0007509
100486,JJ麻将,2018-12-01,329787,0.0002091,0.0380731,0.0007499
100486,JJ麻将,2019-02-01,342008,0.0002153,0.0388882,0.0007499
100486,JJ麻将,2019-01-01,333227,0.0002111,0.0388563,0.0007499
100486,JJ麻将,2019-03-01,319205,0.0002011,0.0401574,0.0007499
100486,JJ麻将,2019-04-01,265748,0.0001665,0.0307689,0.0007499
100486,JJ麻将,2019-05-01,237828,0.000149,0.0305263,0.0007499
100486,JJ麻将,2019-06-01,240530,0.0001507,0.0305263,0.0007499
100552,天天打波利,2017-01-01,484331,0.0003642,0.056556,0.0004852
100552,天天打波利,2017-02-01,372586,0.0002785,0.05639,0.0005118
100552,天天打波利,2017-03-01,294319,0.0002187,0.0571021,0.00041
100552,天天打波利,2017-04-01,225010,0.0001667,0.0565626,0.0004095
100552,天天打波利,2017-05-01,196774,0.000145,0.0573222,0.0005277
100552,天天打波利,2017-06-01,163528,0.0001198,0.0579732,0.0004622
100552,天天打波利,2017-07-01,124909,9.1e-05,0.0567826,0.0003679
100552,天天打波利,2017-08-01,101422,7.34e-05,0.0560412,0.0003815
100552,天天打波利,2017-09-01,83063,5.96e-05,0.0555045,0.0005414
100552,天天打波利,2017-10-01,76493,5.44e-05,0.0545944,0.0006384
100552,天天打波利,2017-11-01,63161,4.48e-05,0.0532576,0.0006536
100552,天天打波利,2017-12-01,55643,3.92e-05,0.0521189,0.0006255
100552,天天打波利,2018-01-01,50093,3.52e-05,0.0506156,0.0007171
100552,天天打波利,2018-03-01,61224,4.24e-05,0.0584801,0.0007603
100552,天天打波利,2018-02-01,47840,3.33e-05,0.0496045,0.0007026
100552,天天打波利,2018-05-01,63521,4.25e-05,0.0609023,0.0007603
100552,天天打波利,2018-04-01,57767,3.89e-05,0.0594539,0.0007603
100552,天天打波利,2018-07-01,57011,3.75e-05,0.056651,0.0007458
100552,天天打波利,2018-06-01,52370,3.48e-05,0.0598758,0.0007603
100552,天天打波利,2018-08-01,51507,3.35e-05,0.0480045,0.0007472
100552,天天打波利,2018-09-01,39794,2.56e-05,0.0528564,0.000751
100552,天天打波利,2018-10-01,42969,2.74e-05,0.0433702,0.000751
100552,天天打波利,2018-11-01,45048,2.84e-05,0.0376278,0.0007509
100552,天天打波利,2018-12-01,55461,3.52e-05,0.0380731,0.0007499
100552,天天打波利,2019-01-01,39957,2.53e-05,0.0388563,0.0007499
100552,天天打波利,2019-02-01,50388,3.17e-05,0.0388882,0.0007499
100552,天天打波利,2019-03-01,50357,3.17e-05,0.0401574,0.0007499
100552,天天打波利,2019-05-01,189414,0.0001186,0.0305263,0.0007499
100552,天天打波利,2019-04-01,76789,4.81e-05,0.0307689,0.0007499
100552,天天打波利,2019-06-01,190672,0.0001194,0.0305263,0.0007499
100591,CAD派客云图,2017-01-01,88446,6.65e-05,0.056556,0.0004852
100591,CAD派客云图,2017-02-01,84960,6.35e-05,0.05639,0.0005118
100591,CAD派客云图,2017-03-01,87149,6.48e-05,0.0571021,0.00041
100591,CAD派客云图,2017-04-01,81533,6.04e-05,0.0565626,0.0004095
100591,CAD派客云图,2017-05-01,82387,6.07e-05,0.0573222,0.0005277
100591,CAD派客云图,2017-06-01,76913,5.64e-05,0.0579732,0.0004622
100591,CAD派客云图,2017-07-01,68475,4.99e-05,0.0567826,0.0003679
100591,CAD派客云图,2017-08-01,64931,4.7e-05,0.0560412,0.0003815
100591,CAD派客云图,2017-09-01,68487,4.91e-05,0.0555045,0.0005414
100591,CAD派客云图,2017-10-01,64207,4.56e-05,0.0545944,0.0006384
100591,CAD派客云图,2017-11-01,59848,4.24e-05,0.0532576,0.0006536
100591,CAD派客云图,2017-12-01,53609,3.78e-05,0.0521189,0.0006255
100591,CAD派客云图,2018-01-01,54499,3.83e-05,0.0506156,0.0007171
100591,CAD派客云图,2018-02-01,49521,3.45e-05,0.0496045,0.0007026
100591,CAD派客云图,2018-03-01,71069,4.92e-05,0.0584801,0.0007603
100591,CAD派客云图,2018-04-01,73231,4.93e-05,0.0594539,0.0007603
100591,CAD派客云图,2018-06-01,74730,4.96e-05,0.0598758,0.0007603
100591,CAD派客云图,2018-05-01,77047,5.15e-05,0.0609023,0.0007603
100591,CAD派客云图,2018-07-01,100559,6.61e-05,0.056651,0.0007458
100591,CAD派客云图,2018-09-01,100156,6.45e-05,0.0528564,0.000751
100591,CAD派客云图,2018-08-01,92443,6.01e-05,0.0480045,0.0007472
100591,CAD派客云图,2018-10-01,100893,6.42e-05,0.0433702,0.000751
100591,CAD派客云图,2018-11-01,95719,6.03e-05,0.0376278,0.0007509
100591,CAD派客云图,2018-12-01,80286,5.09e-05,0.0380731,0.0007499
100591,CAD派客云图,2019-02-01,78271,4.93e-05,0.0388882,0.0007499
100591,CAD派客云图,2019-01-01,73992,4.69e-05,0.0388563,0.0007499
100591,CAD派客云图,2019-03-01,89749,5.65e-05,0.0401574,0.0007499
100591,CAD派客云图,2019-04-01,91417,5.73e-05,0.0307689,0.0007499
100591,CAD派客云图,2019-05-01,126410,7.92e-05,0.0305263,0.0007499
100591,CAD派客云图,2019-06-01,129484,8.11e-05,0.0305263,0.0007499
100695,草莓公主甜心跑酷,2017-01-01,353820,0.0002661,0.056556,0.0004852
100695,草莓公主甜心跑酷,2017-02-01,359524,0.0002688,0.05639,0.0005118
100695,草莓公主甜心跑酷,2017-04-01,283113,0.0002098,0.0565626,0.0004095
100695,草莓公主甜心跑酷,2017-03-01,286991,0.0002133,0.0571021,0.00041
100695,草莓公主甜心跑酷,2017-05-01,259350,0.0001911,0.0573222,0.0005277
100695,草莓公主甜心跑酷,2017-07-01,301213,0.0002194,0.0567826,0.0003679
100695,草莓公主甜心跑酷,2017-06-01,210104,0.000154,0.0579732,0.0004622
100695,草莓公主甜心跑酷,2017-08-01,156653,0.0001134,0.0560412,0.0003815
100695,草莓公主甜心跑酷,2017-09-01,82070,5.88e-05,0.0555045,0.0005414
100695,草莓公主甜心跑酷,2017-10-01,68688,4.88e-05,0.0545944,0.0006384
100695,草莓公主甜心跑酷,2017-11-01,57753,4.1e-05,0.0532576,0.0006536
100695,草莓公主甜心跑酷,2017-12-01,56468,3.98e-05,0.0521189,0.0006255
100695,草莓公主甜心跑酷,2018-01-01,78032,5.48e-05,0.0506156,0.0007171
100695,草莓公主甜心跑酷,2018-02-01,225397,0.000157,0.0496045,0.0007026
100695,草莓公主甜心跑酷,2018-03-01,231838,0.0001604,0.0584801,0.0007603
100695,草莓公主甜心跑酷,2018-04-01,197927,0.0001331,0.0594539,0.0007603
100695,草莓公主甜心跑酷,2018-06-01,148598,9.87e-05,0.0598758,0.0007603
100695,草莓公主甜心跑酷,2018-05-01,160448,0.0001073,0.0609023,0.0007603
100695,草莓公主甜心跑酷,2018-07-01,195104,0.0001282,0.056651,0.0007458
100695,草莓公主甜心跑酷,2018-08-01,202884,0.0001319,0.0480045,0.0007472
100695,草莓公主甜心跑酷,2018-09-01,134046,8.63e-05,0.0528564,0.000751
100695,草莓公主甜心跑酷,2018-10-01,139679,8.89e-05,0.0433702,0.000751
100695,草莓公主甜心跑酷,2018-11-01,121893,7.68e-05,0.0376278,0.0007509
100695,草莓公主甜心跑酷,2018-12-01,169552,0.0001075,0.0380731,0.0007499
100695,草莓公主甜心跑酷,2019-01-01,272344,0.0001726,0.0388563,0.0007499
100695,草莓公主甜心跑酷,2019-02-01,237376,0.0001495,0.0388882,0.0007499
100695,草莓公主甜心跑酷,2019-03-01,112722,7.1e-05,0.0401574,0.0007499
100695,草莓公主甜心跑酷,2019-04-01,87959,5.51e-05,0.0307689,0.0007499
100695,草莓公主甜心跑酷,2019-05-01,82782,5.19e-05,0.0305263,0.0007499
100695,草莓公主甜心跑酷,2019-06-01,86897,5.44e-05,0.0305263,0.0007499
100697,来疯直播秀,2017-01-01,629827,0.0004736,0.056556,0.0004852
100697,来疯直播秀,2017-02-01,649692,0.0004857,0.05639,0.0005118
100697,来疯直播秀,2017-03-01,657283,0.0004885,0.0571021,0.00041
100697,来疯直播秀,2017-04-01,596438,0.000442,0.0565626,0.0004095
100697,来疯直播秀,2017-05-01,632618,0.0004662,0.0573222,0.0005277
100697,来疯直播秀,2017-06-01,639636,0.0004687,0.0579732,0.0004622
100697,来疯直播秀,2017-07-01,526446,0.0003835,0.0567826,0.0003679
100697,来疯直播秀,2017-08-01,540082,0.0003908,0.0560412,0.0003815
100697,来疯直播秀,2017-09-01,695655,0.0004988,0.0555045,0.0005414
100697,来疯直播秀,2017-11-01,637211,0.0004519,0.0532576,0.0006536
100697,来疯直播秀,2017-10-01,685293,0.000487,0.0545944,0.0006384
100697,来疯直播秀,2017-12-01,571114,0.0004027,0.0521189,0.0006255
100697,来疯直播秀,2018-01-01,552799,0.0003881,0.0506156,0.0007171
100697,来疯直播秀,2018-02-01,553756,0.0003858,0.0496045,0.0007026
100697,来疯直播秀,2018-03-01,229425,0.0001587,0.0584801,0.0007603
100697,来疯直播秀,2018-04-01,186261,0.0001253,0.0594539,0.0007603
100697,来疯直播秀,2018-05-01,156294,0.0001045,0.0609023,0.0007603
100697,来疯直播秀,2018-06-01,130661,8.67e-05,0.0598758,0.0007603
100697,来疯直播秀,2018-07-01,129390,8.5e-05,0.056651,0.0007458
100697,来疯直播秀,2018-08-01,113373,7.37e-05,0.0480045,0.0007472
100697,来疯直播秀,2018-09-01,107328,6.91e-05,0.0528564,0.000751
100697,来疯直播秀,2018-10-01,92489,5.89e-05,0.0433702,0.000751
100697,来疯直播秀,2018-11-01,103921,6.55e-05,0.0376278,0.0007509
100697,来疯直播秀,2018-12-01,105533,6.69e-05,0.0380731,0.0007499
100697,来疯直播秀,2019-02-01,82325,5.18e-05,0.0388882,0.0007499
100697,来疯直播秀,2019-01-01,81352,5.15e-05,0.0388563,0.0007499
100697,来疯直播秀,2019-03-01,96592,6.09e-05,0.0401574,0.0007499
100697,来疯直播秀,2019-04-01,87841,5.5e-05,0.0307689,0.0007499
100697,来疯直播秀,2019-06-01,92715,5.81e-05,0.0305263,0.0007499
100697,来疯直播秀,2019-05-01,86592,5.42e-05,0.0305263,0.0007499
100698,Aviary相片编辑器,2017-01-01,179937,0.0001353,0.056556,0.0004852
100698,Aviary相片编辑器,2017-02-01,180473,0.0001349,0.05639,0.0005118
100698,Aviary相片编辑器,2017-04-01,162992,0.0001208,0.0565626,0.0004095
100698,Aviary相片编辑器,2017-03-01,177823,0.0001322,0.0571021,0.00041
100698,Aviary相片编辑器,2017-07-01,136198,9.92e-05,0.0567826,0.0003679
100698,Aviary相片编辑器,2017-06-01,152939,0.0001121,0.0579732,0.0004622
100698,Aviary相片编辑器,2017-08-01,127255,9.21e-05,0.0560412,0.0003815
100698,Aviary相片编辑器,2017-09-01,117974,8.46e-05,0.0555045,0.0005414
100698,Aviary相片编辑器,2017-10-01,108366,7.7e-05,0.0545944,0.0006384
100698,Aviary相片编辑器,2017-11-01,104505,7.41e-05,0.0532576,0.0006536
100698,Aviary相片编辑器,2017-12-01,93509,6.59e-05,0.0521189,0.0006255
100698,Aviary相片编辑器,2018-01-01,93261,6.55e-05,0.0506156,0.0007171
100698,Aviary相片编辑器,2018-02-01,83593,5.82e-05,0.0496045,0.0007026
100698,Aviary相片编辑器,2018-03-01,75474,5.22e-05,0.0584801,0.0007603
100698,Aviary相片编辑器,2018-04-01,78255,5.26e-05,0.0594539,0.0007603
100698,Aviary相片编辑器,2018-05-01,77311,5.17e-05,0.0609023,0.0007603
100698,Aviary相片编辑器,2018-06-01,73928,4.91e-05,0.0598758,0.0007603
100698,Aviary相片编辑器,2018-07-01,72973,4.79e-05,0.056651,0.0007458
100698,Aviary相片编辑器,2018-08-01,71794,4.67e-05,0.0480045,0.0007472
100698,Aviary相片编辑器,2018-09-01,70759,4.55e-05,0.0528564,0.000751
100698,Aviary相片编辑器,2018-10-01,69603,4.43e-05,0.0433702,0.000751
100698,Aviary相片编辑器,2018-11-01,69433,4.37e-05,0.0376278,0.0007509
100698,Aviary相片编辑器,2018-12-01,68910,4.37e-05,0.0380731,0.0007499
100698,Aviary相片编辑器,2019-01-01,54254,3.44e-05,0.0388563,0.0007499
100698,Aviary相片编辑器,2019-02-01,70402,4.43e-05,0.0388882,0.0007499
100698,Aviary相片编辑器,2019-03-01,75556,4.76e-05,0.0401574,0.0007499
100698,Aviary相片编辑器,2019-04-01,82993,5.2e-05,0.0307689,0.0007499
100698,Aviary相片编辑器,2019-06-01,86703,5.43e-05,0.0305263,0.0007499
100698,Aviary相片编辑器,2019-05-01,80343,5.03e-05,0.0305263,0.0007499
100724,丧尸之战,2017-01-01,338299,0.0002544,0.056556,0.0004852
100724,丧尸之战,2017-02-01,213756,0.0001598,0.05639,0.0005118
100724,丧尸之战,2017-03-01,178818,0.0001329,0.0571021,0.00041
100724,丧尸之战,2017-04-01,189460,0.0001404,0.0565626,0.0004095
100724,丧尸之战,2017-05-01,172888,0.0001274,0.0573222,0.0005277
100724,丧尸之战,2017-07-01,123681,9.01e-05,0.0567826,0.0003679
100724,丧尸之战,2017-09-01,74470,5.34e-05,0.0555045,0.0005414
100724,丧尸之战,2017-08-01,77946,5.64e-05,0.0560412,0.0003815
100724,丧尸之战,2017-10-01,79081,5.62e-05,0.0545944,0.0006384
100724,丧尸之战,2017-12-01,67367,4.75e-05,0.0521189,0.0006255
100724,丧尸之战,2017-11-01,71074,5.04e-05,0.0532576,0.0006536
100724,丧尸之战,2018-01-01,49428,3.47e-05,0.0506156,0.0007171
100724,丧尸之战,2018-02-01,39474,2.75e-05,0.0496045,0.0007026
100698,Aviary相片编辑器,,,,,
100724,丧尸之战,2018-04-01,51148,3.44e-05,0.0594539,0.0007603
100724,丧尸之战,2018-03-01,52764,3.65e-05,0.0584801,0.0007603
100724,丧尸之战,2018-05-01,47564,3.18e-05,0.0609023,0.0007603
100724,丧尸之战,2018-06-01,60249,4e-05,0.0598758,0.0007603
100724,丧尸之战,2018-08-01,58760,3.82e-05,0.0480045,0.0007472
100724,丧尸之战,2018-07-01,56930,3.74e-05,0.056651,0.0007458
100724,丧尸之战,2018-10-01,45546,2.9e-05,0.0433702,0.000751
100724,丧尸之战,2018-09-01,56549,3.64e-05,0.0528564,0.000751
100724,丧尸之战,2018-11-01,50319,3.17e-05,0.0376278,0.0007509
100724,丧尸之战,2018-12-01,53789,3.41e-05,0.0380731,0.0007499
100724,丧尸之战,2019-01-01,42773,2.71e-05,0.0388563,0.0007499
100724,丧尸之战,2019-02-01,54005,3.4e-05,0.0388882,0.0007499
100724,丧尸之战,2019-04-01,50137,3.14e-05,0.0307689,0.0007499
100724,丧尸之战,2019-05-01,53170,3.33e-05,0.0305263,0.0007499
100724,丧尸之战,2019-03-01,46827,2.95e-05,0.0401574,0.0007499
100724,丧尸之战,2019-06-01,55143,3.45e-05,0.0305263,0.0007499
100760,Badoo,2017-01-01,38800,2.92e-05,0.056556,0.0004852
100760,Badoo,2017-02-01,37087,2.77e-05,0.05639,0.0005118
100760,Badoo,2017-03-01,35584,2.64e-05,0.0571021,0.00041
100760,Badoo,2017-04-01,31714,2.35e-05,0.0565626,0.0004095
100760,Badoo,2017-05-01,29217,2.15e-05,0.0573222,0.0005277
100760,Badoo,2017-06-01,27345,2e-05,0.0579732,0.0004622
100760,Badoo,2017-09-01,23485,1.68e-05,0.0555045,0.0005414
100760,Badoo,2017-07-01,25933,1.89e-05,0.0567826,0.0003679
100760,Badoo,2017-08-01,24857,1.8e-05,0.0560412,0.0003815
100760,Badoo,2017-10-01,20416,1.45e-05,0.0545944,0.0006384
100760,Badoo,2017-11-01,19615,1.39e-05,0.0532576,0.0006536
100724,丧尸之战,,,,,
100760,Badoo,2017-12-01,17743,1.25e-05,0.0521189,0.0006255
100760,Badoo,2018-02-01,14983,1.04e-05,0.0496045,0.0007026
100760,Badoo,2018-01-01,17902,1.26e-05,0.0506156,0.0007171
100760,Badoo,2018-03-01,13965,9.7e-06,0.0584801,0.0007603
100760,Badoo,2018-04-01,14373,9.7e-06,0.0594539,0.0007603
100760,Badoo,2018-07-01,12136,8e-06,0.056651,0.0007458
100760,Badoo,2018-05-01,13551,9.1e-06,0.0609023,0.0007603
100760,Badoo,2018-06-01,12310,8.2e-06,0.0598758,0.0007603
100760,Badoo,2018-08-01,12236,8e-06,0.0480045,0.0007472
100760,Badoo,2018-10-01,14168,9e-06,0.0433702,0.000751
100760,Badoo,2018-09-01,14167,9.1e-06,0.0528564,0.000751
100760,Badoo,2018-11-01,20134,1.27e-05,0.0376278,0.0007509
100760,Badoo,2018-12-01,22721,1.44e-05,0.0380731,0.0007499
100760,Badoo,2019-01-01,20527,1.3e-05,0.0388563,0.0007499
100760,Badoo,2019-02-01,19822,1.25e-05,0.0388882,0.0007499
100760,Badoo,2019-06-01,20406,1.28e-05,0.0305263,0.0007499
100760,Badoo,2019-04-01,20437,1.28e-05,0.0307689,0.0007499
100760,Badoo,2019-03-01,20111,1.27e-05,0.0401574,0.0007499
100760,Badoo,2019-05-01,20792,1.3e-05,0.0305263,0.0007499
100778,巅峰战舰,2017-01-01,385327,0.0002898,0.056556,0.0004852
100778,巅峰战舰,2017-03-01,324050,0.0002408,0.0571021,0.00041
100778,巅峰战舰,2017-02-01,372719,0.0002786,0.05639,0.0005118
100778,巅峰战舰,2017-04-01,311907,0.0002311,0.0565626,0.0004095
100778,巅峰战舰,2017-05-01,290806,0.0002143,0.0573222,0.0005277
100778,巅峰战舰,2017-06-01,286246,0.0002098,0.0579732,0.0004622
100778,巅峰战舰,2017-10-01,246953,0.0001755,0.0545944,0.0006384
100778,巅峰战舰,2017-07-01,287078,0.0002091,0.0567826,0.0003679
100778,巅峰战舰,2017-08-01,272271,0.000197,0.0560412,0.0003815
100778,巅峰战舰,2017-09-01,252464,0.000181,0.0555045,0.0005414
100778,巅峰战舰,2017-11-01,206287,0.0001463,0.0532576,0.0006536
100778,巅峰战舰,2017-12-01,202526,0.0001428,0.0521189,0.0006255
100778,巅峰战舰,2018-02-01,229399,0.0001598,0.0496045,0.0007026
100778,巅峰战舰,2018-01-01,237278,0.0001666,0.0506156,0.0007171
100778,巅峰战舰,2018-03-01,248745,0.0001721,0.0584801,0.0007603
100778,巅峰战舰,2018-04-01,285257,0.0001919,0.0594539,0.0007603
100778,巅峰战舰,2018-05-01,270238,0.0001807,0.0609023,0.0007603
100778,巅峰战舰,2018-06-01,316029,0.0002098,0.0598758,0.0007603
100778,巅峰战舰,2018-07-01,259056,0.0001702,0.056651,0.0007458
100778,巅峰战舰,2018-08-01,180700,0.0001175,0.0480045,0.0007472
100778,巅峰战舰,2018-09-01,166357,0.0001071,0.0528564,0.000751
100778,巅峰战舰,2018-10-01,186562,0.0001188,0.0433702,0.000751
100778,巅峰战舰,2018-12-01,159793,0.0001013,0.0380731,0.0007499
100778,巅峰战舰,2019-01-01,182305,0.0001155,0.0388563,0.0007499
100778,巅峰战舰,2018-11-01,146413,9.22e-05,0.0376278,0.0007509
100778,巅峰战舰,2019-02-01,174702,0.00011,0.0388882,0.0007499
100778,巅峰战舰,2019-03-01,150502,9.48e-05,0.0401574,0.0007499
100778,巅峰战舰,2019-04-01,143790,9.01e-05,0.0307689,0.0007499
100778,巅峰战舰,2019-05-01,130064,8.15e-05,0.0305263,0.0007499
100778,巅峰战舰,2019-06-01,130824,8.19e-05,0.0305263,0.0007499
100795,水果忍者,2017-01-01,489891,0.0003684,0.056556,0.0004852
100795,水果忍者,2017-02-01,507674,0.0003795,0.05639,0.0005118
100795,水果忍者,2017-03-01,345408,0.0002567,0.0571021,0.00041
100795,水果忍者,2017-05-01,181788,0.000134,0.0573222,0.0005277
100795,水果忍者,2017-04-01,240991,0.0001786,0.0565626,0.0004095
100795,水果忍者,2017-06-01,137054,0.0001004,0.0579732,0.0004622
100795,水果忍者,2017-07-01,114916,8.37e-05,0.0567826,0.0003679
100795,水果忍者,2017-08-01,92515,6.7e-05,0.0560412,0.0003815
100795,水果忍者,2017-09-01,77883,5.58e-05,0.0555045,0.0005414
100795,水果忍者,2017-10-01,54976,3.91e-05,0.0545944,0.0006384
100795,水果忍者,2017-11-01,55079,3.91e-05,0.0532576,0.0006536
100795,水果忍者,2018-01-01,48892,3.43e-05,0.0506156,0.0007171
100795,水果忍者,2017-12-01,47500,3.35e-05,0.0521189,0.0006255
100795,水果忍者,2018-02-01,59179,4.12e-05,0.0496045,0.0007026
100795,水果忍者,2018-03-01,587463,0.0004064,0.0584801,0.0007603
100795,水果忍者,2018-04-01,549517,0.0003695,0.0594539,0.0007603
100795,水果忍者,2018-05-01,442461,0.0002957,0.0609023,0.0007603
100795,水果忍者,2018-06-01,167067,0.0001109,0.0598758,0.0007603
100795,水果忍者,2018-07-01,618407,0.0004064,0.056651,0.0007458
100795,水果忍者,2018-08-01,693729,0.000451,0.0480045,0.0007472
100795,水果忍者,2018-09-01,591595,0.0003808,0.0528564,0.000751
100795,水果忍者,2018-11-01,440826,0.0002777,0.0376278,0.0007509
100795,水果忍者,2018-10-01,682995,0.0004349,0.0433702,0.000751
100795,水果忍者,2018-12-01,637128,0.000404,0.0380731,0.0007499
100795,水果忍者,2019-01-01,537904,0.0003408,0.0388563,0.0007499
100795,水果忍者,2019-02-01,400935,0.0002525,0.0388882,0.0007499
100795,水果忍者,2019-03-01,701257,0.0004418,0.0401574,0.0007499
100795,水果忍者,2019-04-01,604685,0.0003787,0.0307689,0.0007499
100795,水果忍者,2019-05-01,564288,0.0003535,0.0305263,0.0007499
100795,水果忍者,2019-06-01,604322,0.0003785,0.0305263,0.0007499
100900,易直播,2017-01-01,128193,9.64e-05,0.056556,0.0004852
